bdb_cid,smiles,mw,alogp,tpsa,hbd,hba,rotb,rings,arom_rings,fsp3,formal_charge,heavy_atoms,globularity_proxy,scaffold
2326,CCC(C)C(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O[Si](C)(C)C)O[Si](C)(C)C,506.8221,7.1465,69.67,0,5,12,1,0,0.6666666666666666,0,34,0.14705882352941177,O=C1C=CCC1
2327,CC1=NC=C(C(=C1O)CO)CO,169.1778,-0.5144,73.58000000000001,3,4,2,1,1,0.375,0,12,0.5,c1ccncc1
2331,CC1C2C(CC(=C3C(=O)C=C(C3(C2OC1=O)C)CO)C)O,292.327,0.4792,83.83000000000001,2,5,1,3,0,0.625,0,21,0.6190476190476191,O=C1CC2CCC=C3C(=O)C=CC3C2O1
2333,C1=CC=C(C=C1)SC2C(C(C(C(O2)CO)O)O)O,272.3174,0.2164,90.15,4,5,3,2,1,0.5,0,18,0.6666666666666666,c1ccc(SC2CCCCO2)cc1
2334,C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O,301.2494,-0.4474,142.52,4,6,4,2,1,0.5,0,21,0.5714285714285714,c1ccc(OC2CCCCO2)cc1
2335,CCCCCCOC1C(C(C(C(O1)CO)O)O)O,264.3154,0.1362,99.38000000000001,4,6,7,1,0,1.0,0,18,0.3333333333333333,C1CCOCC1
2336,CC(=O)NC1C(C(C(OC1OC2=CC=CC=C2)CO)O)O,297.3038,-0.61,108.25000000000001,4,6,5,2,1,0.5,0,21,0.5714285714285714,c1ccc(OC2CCCCO2)cc1
2337,C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O,301.2494,-0.4474,142.52,4,6,4,2,1,0.5,0,21,0.5714285714285714,c1ccc(OC2CCCCO2)cc1
2338,CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OC3=CC=CC=C3.CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OC3=CC=CC=C3.C(=CC(=O)O)C(=O)O,1069.004,2.5548,361.55999999999995,4,16,26,6,6,0.391304347826087,0,74,0.40540540540540543,O=[PH](COCCn1cnc2cncnc21)Oc1ccccc1.O=[PH](COCCn1cnc2cncnc21)Oc1ccccc1
2340,CC(=O)C,58.0791,-0.244,17.07,0,1,0,0,0,0.6666666666666666,0,4,0.0,
2341,CCC(=O)C,72.1057,0.4229,17.07,0,1,1,0,0,0.75,0,5,0.0,
2342,CCCC(=O)C,86.1323,0.8791,17.07,0,1,2,0,0,0.8,0,6,0.0,
2343,CC(C)C=O,72.1057,0.9469,17.07,0,1,1,0,0,0.75,0,5,0.0,
2344,C1CC(=O)OC1,86.0892,0.2765,26.3,0,2,0,1,0,0.75,0,6,0.8333333333333334,O=C1CCCO1
2345,CSSC,94.199,1.3858,0.0,0,0,1,0,0,1.0,0,4,0.0,
2346,CS,48.1075,0.6133,0.0,1,0,0,0,0,1.0,0,2,0.0,
2347,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,628.8008,5.6455,120.00000000000001,4,5,17,4,3,0.43243243243243246,0,46,0.5217391304347826,O=C(COc1ccccc1)NC(CCC(Cc1ccccc1)NC(=O)CN1CCCNC1=O)Cc1ccccc1
2348,COC(=O)C1=COC(C(C1CC(=O)OCCC2=CC=C(C=C2)O)C=C)O,362.3738,1.6061,102.29,2,7,9,2,1,0.3684210526315789,0,26,0.46153846153846156,O=C(CC1C=COCC1)OCCc1ccccc1
2349,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-],428.4036,0.2834,46.53,1,3,9,2,1,0.6666666666666666,0,26,0.46153846153846156,c1ccc(CC2CCCCC2)cc1
2350,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=CC=C2)S(F)(F)(F)(F)F,339.281,4.418,49.33,1,0,4,2,2,0.0,0,22,0.5454545454545454,c1ccc(Nc2ccccc2)cc1
2351,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=CC=C2)Cl,247.677,3.6489,49.33,1,0,3,2,2,0.0,0,17,0.7058823529411765,c1ccc(Nc2ccccc2)cc1
2352,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=CC=C2)OC(F)F,279.2388,3.79,58.56,1,1,5,2,2,0.07142857142857142,0,20,0.6,c1ccc(Nc2ccccc2)cc1
2353,CN(C1=CC=CC(=C1)C(F)(F)F)C2=CC=CC=C2C(=O)O,295.2565,4.1327,40.540000000000006,0,0,4,2,2,0.13333333333333333,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2354,C1=CC(=CC(=C1)NC2=CC=CC(=C2)C(F)(F)F)C(=O)O,281.2299,3.9268,49.33,1,0,4,2,2,0.07142857142857142,0,20,0.6,c1ccc(Nc2ccccc2)cc1
2355,C1=CC(=CC(=C1)NC2=CC=C(C=C2)C(=O)O)C(F)(F)F,281.2299,3.9268,49.33,1,0,4,2,2,0.07142857142857142,0,20,0.6,c1ccc(Nc2ccccc2)cc1
2356,CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)C(F)(F)F,295.2565,4.413,49.33,1,0,4,2,2,0.13333333333333333,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2357,CC1=C(C=C(C=C1)NC2=CC=CC=C2C(=O)O)C(F)(F)F,295.2565,4.413,49.33,1,0,4,2,2,0.13333333333333333,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2358,CC1=CC(=CC(=C1)NC2=CC=CC=C2C(=O)O)C(F)(F)F,295.2565,4.413,49.33,1,0,4,2,2,0.13333333333333333,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2359,CC1=C(C=C(C=C1)C(F)(F)F)NC2=CC=CC=C2C(=O)O,295.2565,4.413,49.33,1,0,4,2,2,0.13333333333333333,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2360,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2Br)C(F)(F)F,360.126,4.6752,49.33,1,0,4,2,2,0.07142857142857142,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2361,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=C(C=C2)Br)C(F)(F)F,360.126,4.6752,49.33,1,0,4,2,2,0.07142857142857142,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2362,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=CC(=C2)C(F)(F)F)Br,360.126,4.6752,49.33,1,0,4,2,2,0.07142857142857142,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2363,C1=CC=C(C(=C1)C(=O)O)NC2=C(C=CC(=C2)C(F)(F)F)Br,360.126,4.6752,49.33,1,0,4,2,2,0.07142857142857142,0,21,0.5714285714285714,c1ccc(Nc2ccccc2)cc1
2364,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=C(C=C2)C#N)C(F)(F)F,306.2394,3.8057,73.12,1,1,4,2,2,0.06666666666666667,0,22,0.5454545454545454,c1ccc(Nc2ccccc2)cc1
2365,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=CC(=C2)C(F)(F)F)C#N,306.2394,3.8057,73.12,1,1,4,2,2,0.06666666666666667,0,22,0.5454545454545454,c1ccc(Nc2ccccc2)cc1
2366,C1=CC=C(C(=C1)C(=O)O)NC2=C(C=CC(=C2)C(F)(F)F)C#N,306.2394,3.8057,73.12,1,1,4,2,2,0.06666666666666667,0,22,0.5454545454545454,c1ccc(Nc2ccccc2)cc1
2367,C#CC1=CC(=CC(=C1)NC2=CC=CC=C2C(=O)O)C(F)(F)F,305.2513,5.0539,49.33,2,0,4,2,2,0.0625,0,22,0.5454545454545454,c1ccc(Nc2ccccc2)cc1
2368,CC#CC1=CC(=CC(=C1)NC2=CC=CC=C2C(=O)O)C(F)(F)F,319.2779,5.0034,49.33,1,0,4,2,2,0.11764705882352941,0,23,0.5217391304347826,c1ccc(Nc2ccccc2)cc1
2369,C1CCC(C1)C#CC2=CC(=CC(=C2)NC3=CC=CC=C3C(=O)O)C(F)(F)F,373.3683,6.2522,49.33,1,0,4,3,2,0.2857142857142857,0,27,0.6296296296296297,C(#CC1CCCC1)c1cccc(Nc2ccccc2)c1
2370,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=N2)C(F)(F)F,282.218,3.7465,62.22,1,1,4,2,2,0.07692307692307693,0,20,0.6,c1ccc(Nc2ccccn2)cc1
2371,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=NC=C2)C(F)(F)F,282.218,3.2047,62.22,1,1,4,2,2,0.07692307692307693,0,20,0.6,c1ccc(Nc2ccncc2)cc1
2372,C1=CC=C(C(=C1)C(=O)O)NC2=CN=CC(=C2)C(F)(F)F,282.218,2.7762,62.22,1,1,4,2,2,0.07692307692307693,0,20,0.6,c1ccc(Nc2cccnc2)cc1
2373,C1=CC=C(C(=C1)C(=O)O)NC2=NC=CC(=N2)C(F)(F)F,283.206,3.0976,75.11,1,2,4,2,2,0.08333333333333333,0,20,0.6,c1ccc(Nc2ncccn2)cc1
2374,C1=CC=C(C(=C1)C2=NNN=N2)NC3=CC=CC(=N3)C(F)(F)F,306.246,3.8088,79.38,1,4,4,3,3,0.07692307692307693,0,22,0.7727272727272727,c1ccc(Nc2ccccc2-c2nn[nH]n2)nc1
2375,C1=CC=C(C(=C1)C2=NNN=N2)NC3=CC(=NC=C3)C(F)(F)F,306.246,3.267,79.38,1,4,4,3,3,0.07692307692307693,0,22,0.7727272727272727,c1ccc(-c2nn[nH]n2)c(Nc2ccncc2)c1
2376,C1=CC=C(C(=C1)C2=NNN=N2)NC3=NC=CC(=C3)C(F)(F)F,306.246,3.3803,79.38,1,4,4,3,3,0.07692307692307693,0,22,0.7727272727272727,c1ccc(Nc2ccccc2-c2nn[nH]n2)nc1
2377,C1=CC=C(C(=C1)C2=NNN=N2)NC3=NC(=NC=C3)C(F)(F)F,307.234,2.8538,92.27,1,5,4,3,3,0.08333333333333333,0,22,0.7727272727272727,c1ccc(-c2nn[nH]n2)c(Nc2ccncn2)c1
2378,C1=CC=C(C(=C1)C2=NNN=N2)NC3=NC=CC(=N3)C(F)(F)F,307.234,3.1599,92.27,1,5,4,3,3,0.08333333333333333,0,22,0.7727272727272727,c1cnc(Nc2ccccc2-c2nn[nH]n2)nc1
2379,CC1=CC(=NC(=N1)NC2=CC=CC=C2C3=NNN=N3)C(F)(F)F,321.2606,3.4425,92.27000000000001,1,5,4,3,3,0.15384615384615385,0,23,0.7391304347826086,c1cnc(Nc2ccccc2-c2nn[nH]n2)nc1
2380,CC(C)(C)C1=CC(=NC(=N1)NC2=CC=CC=C2C3=NNN=N3)C(F)(F)F,363.3403,4.9888,92.27000000000001,1,5,5,3,3,0.3125,0,26,0.6538461538461539,c1cnc(Nc2ccccc2-c2nn[nH]n2)nc1
2381,C1=CC=C(C(=C1)C2=NNN=N2)NC3=NC(=CC(=O)N3)C(F)(F)F,323.2334,3.4343,112.23999999999998,2,6,4,3,3,0.08333333333333333,0,23,0.7391304347826086,O=c1ccnc(Nc2ccccc2-c2nn[nH]n2)[nH]1
2382,C1=CC=C(C(=C1)C2=NNN=N2)NC3=NC(=CC(=N3)Cl)C(F)(F)F,341.6791,4.0362,92.27,1,5,4,3,3,0.08333333333333333,0,23,0.7391304347826086,c1cnc(Nc2ccccc2-c2nn[nH]n2)nc1
2383,C1=CC=C(C(=C1)C2=NNN=N2)NC3=NC(=CC(=N3)I)C(F)(F)F,433.1306,4.2679,92.27,1,5,4,3,3,0.08333333333333333,0,23,0.7391304347826086,c1cnc(Nc2ccccc2-c2nn[nH]n2)nc1
2384,C1=CC=C(C(=C1)C2=NNN=N2)NC3=NC(=CC(=N3)C(F)(F)F)C#N,332.2435,3.4673,116.06,1,6,4,3,3,0.07692307692307693,0,24,0.7083333333333334,c1cnc(Nc2ccccc2-c2nn[nH]n2)nc1
2385,C#CC1=CC(=NC(=N1)NC2=CC=CC=C2C3=NNN=N3)C(F)(F)F,331.2554,4.7155,92.27000000000001,2,5,4,3,3,0.07142857142857142,0,24,0.7083333333333334,c1cnc(Nc2ccccc2-c2nn[nH]n2)nc1
2387,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,402.4792,3.7232,105.20000000000002,0,8,19,0,0,0.8,0,28,0.0,
2388,CCOC1=C(C=CC(=C1)C=O)OC(=O)C(C)C,236.2637,2.8189,52.6,0,4,6,1,1,0.38461538461538464,0,17,0.35294117647058826,c1ccccc1
2389,CC1(C2CCC(C2)(C1=O)C)C,152.2334,2.3572,17.07,0,1,0,2,0,0.9,0,11,0.6363636363636364,O=C1CC2CCC1C2
2390,CC1(CCCC2(C1CCC3(C2CC(=O)O3)C)C)C,250.3764,3.4952,26.3,0,2,0,3,0,0.9375,0,18,0.7222222222222222,O=C1CC2C(CCC3CCCCC32)O1
2391,CC1CCCCCCCCCCCCC(=O)C1,238.4088,5.532,17.07,0,1,0,1,0,0.9375,0,17,0.8823529411764706,O=C1CCCCCCCCCCCCCC1
2392,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC,222.2372,2.4701,52.60000000000001,0,4,5,1,1,0.3333333333333333,0,16,0.375,c1ccccc1
2393,CCCCCCCC(=O)NC(C)C(=O)OC,229.3159,2.513,55.400000000000006,1,3,10,0,0,0.8333333333333334,0,16,0.0,
2394,CCCC(=O)NC(C)C(=O)OC,173.2096,0.6882,55.400000000000006,1,3,6,0,0,0.75,0,12,0.0,
2403,CCC1=CC(=CC=C1)NC2=CC=CC=C2C(=O)O,241.2851,3.9269,49.33,1,0,4,2,2,0.13333333333333333,0,18,0.6666666666666666,c1ccc(Nc2ccccc2)cc1
2404,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,349.2279,4.8691,49.33,1,0,5,2,2,0.13333333333333333,0,24,0.5,c1ccc(Nc2ccccc2)cc1
2405,O=C(O)c1ccccc1Nc1cccc(Nc2ccccc2)c1,304.3425,4.5346,61.36,2,0,5,3,3,0.0,0,23,0.782608695652174,c1ccc(Nc2cccc(Nc3ccccc3)c2)cc1
2406,C1=CC=C(C=C1)NC2=CC=CC=C2NC3=CC=CC=C3C(=O)O,304.3425,4.5346,61.36,2,0,5,3,3,0.0,0,23,0.782608695652174,c1ccc(Nc2ccccc2Nc2ccccc2)cc1
2407,C1=CC=C(C=C1)COC2=CC=CC(=C2)NC3=CC=CC=C3C(=O)O,319.3539,4.5516,58.56,1,1,6,3,3,0.05,0,24,0.75,c1ccc(COc2cccc(Nc3ccccc3)c2)cc1
2408,O=C(O)c1cc(F)c(F)cc1Nc1cccc(OCc2ccccc2)c1,355.3348,4.9626,58.56,1,1,6,3,3,0.05,0,26,0.6923076923076923,c1ccc(COc2cccc(Nc3ccccc3)c2)cc1
2409,C1=CC=C2C=C(C=CC2=C1)NC3=CC=CC=C3C(=O)O,263.2906,3.8929,49.33,1,0,3,3,3,0.0,0,20,0.8,c1ccc(Nc2ccc3ccccc3c2)cc1
2410,C1=CC=C2C=C(C=CC2=C1)NC3=CC(=C(C=C3C(=O)O)F)F,299.2715,4.3039,49.33,1,0,3,3,3,0.0,0,22,0.7272727272727273,c1ccc(Nc2ccc3ccccc3c2)cc1
2411,C1=CC=C(C(=C1)C(=O)O)NCC2=CC(=CC=C2)C(F)(F)F,295.2565,3.7689,49.33,1,0,5,2,2,0.13333333333333333,0,21,0.5714285714285714,c1ccc(CNc2ccccc2)cc1
2412,CCC1=CC(=CC=C1)NC2=CC=CC=C2C3=NNN=N3,265.3131,3.9892,66.49000000000001,2,3,4,3,3,0.13333333333333333,0,20,0.85,c1ccc(Nc2ccccc2-c2nn[nH]n2)cc1
2413,c1ccc(-c2nnn[nH]2)c(Nc2ccc3ccccc3c2)c1,287.3186,3.9552,66.49,1,3,3,4,4,0.0,0,22,0.9545454545454546,c1ccc(-c2nnn[nH]2)c(Nc2ccc3ccccc3c2)c1
2414,c1ccc(COc2cccc(Nc3ccccc3-c3nnn[nH]3)c2)cc1,343.3819,4.6139,75.72,1,4,6,4,4,0.05,0,26,0.8846153846153846,c1ccc(COc2cccc(Nc3ccccc3-c3nnn[nH]3)c2)cc1
2415,C1=CC=C(C(=C1)C2=NNN=N2)NC3=CC=CC(=C3)C(F)(F)F,305.2579,3.9891,66.49,1,3,4,3,3,0.07142857142857142,0,22,0.7727272727272727,c1ccc(Nc2ccccc2-c2nn[nH]n2)cc1
2416,C1=CC=C(C(=C1)C2=NNN=N2)NC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,373.2559,4.9314,66.49,1,3,5,3,3,0.13333333333333333,0,26,0.6538461538461539,c1ccc(Nc2ccccc2-c2nn[nH]n2)cc1
2417,O=C(O)c1cccc2c1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1C=C2,373.2493,5.0253,49.33,1,0,3,3,2,0.11764705882352941,0,26,0.5769230769230769,C1=Cc2ccccc2Nc2ccccc21
2444,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)O)N,384.4738,-0.7389,177.13,2,3,13,1,0,0.7647058823529411,0,27,0.18518518518518517,C1CCNC1
2458,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)NC(CCCN=C(N)N)C(=O)O,565.6639,0.6852,206.23,3,4,18,3,2,0.41379310344827586,0,41,0.4146341463414634,O=C(CCc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCCC1
2579,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,851.0,1.2257,292.45000000000005,7,8,29,3,2,0.5348837209302325,0,61,0.2786885245901639,O=C(CCc1ccccc1)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCCc1ccccc1
2580,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C,1513.7327,1.1565,495.55999999999983,10,12,55,6,4,0.4935064935064935,0,109,0.3119266055045872,O=C(CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1)NCCc1ccccc1
2581,CSCC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O,1008.1903,-0.1757,324.20000000000005,5,9,33,5,2,0.5714285714285714,0,71,0.38028169014084506,O=C(CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1)N[C@@H](Cc1ccccc1)C(=O)N1CCCC1
2586,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,499.5265,0.7998,131.4,3,5,11,3,0,0.782608695652174,0,35,0.3142857142857143,O=C1NCCC1CCNC(=O)C1NCC2CC21
2590,C=CC1C2CCOC(=O)C2=COC1OC3C(C(C(C(O3)CO)O)O)OC(=O)C4=C(C=C(C=C4O)O)C5=CC(=CC=C5)O,586.5407,1.166,201.67,6,13,8,5,2,0.3793103448275862,0,42,0.6666666666666666,O=C1OCCC2CC(OC3OCCCC3OC(=O)c3ccccc3-c3ccccc3)OC=C12
2592,O.O.[Cl-].[Cl-].[Ca+2],147.0146,-5.7618,63.0,2,2,0,0,0,0.0,0,5,0.0,
2593,C1C2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,934.6295,2.1132,455.1800000000001,16,26,0,9,5,0.14634146341463414,0,67,0.6865671641791045,O=C1OCC2OC(=O)c3ccccc3-c3cccc4c3C(=O)OC(C3Cc5cccc-4c5C(=O)O3)C2OC(=O)c2ccccc2-c2ccccc21
2604,CC(C)C(=NOS(=O)(=O)O)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,360.3812,-1.6619,166.10999999999999,4,8,6,1,0,0.9,0,22,0.2727272727272727,C1CCOCC1
2605,C1C2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)C8(C(C(C(O8)CO)O)O)O)OC(=O)C9=CC(=C(C(=C9C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,1066.7442,0.4747,525.1000000000001,19,30,2,10,5,0.2391304347826087,0,76,0.6710526315789473,O=C1OCC2OC(=O)c3ccccc3-c3cccc4c3C(=O)OC(C2OC(=O)c2ccccc2-c2ccccc21)C1OC(=O)c2c-4cccc2C1C1CCCO1
2610,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,578.5202,3.3619,220.75999999999996,10,12,3,6,4,0.2,0,42,0.7619047619047619,c1ccc(C2CC(c3cccc4c3OC(c3ccccc3)CC4)c3ccccc3O2)cc1
2611,C1C(C(OC2=C1C(=C(C(=C2)O)C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)C6=CC(=C(C=C6)O)O)O,578.5202,3.3619,220.75999999999996,10,12,3,6,4,0.2,0,42,0.7619047619047619,c1ccc(C2CCc3cc(C4CC(c5ccccc5)Oc5ccccc54)ccc3O2)cc1
2612,C1C2C(C3C(C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C8C9=C7C(=O)OC2=C(C(=C(C3=C(C(=C(C=C3C(=O)O1)O)O)O)C(=C92)C(=O)O8)O)O)O)O)O)O)O,1084.7179,2.9384,518.7600000000001,17,30,0,11,8,0.125,0,78,0.7051282051282052,O=C1OC2COC3COC(=O)c4ccccc4-c4ccc5oc(=O)c6c(ccc7oc(=O)c4c5c76)-c4ccccc4C(=O)OC3C2OC(=O)c2ccccc2-c2ccccc21
2620,CC(C(=O)O)N,89.0932,-0.7073,63.31999999999999,0,0,1,0,0,0.6666666666666666,0,6,0.0,
2622,CCC(C)C(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O,362.4599,3.6307,94.83000000000001,3,5,7,1,0,0.5238095238095238,0,26,0.23076923076923078,O=C1C=CC=CC1
2624,CC1C2CC(C(=C)CCC(C(=CC2OC1=O)C)O)O,266.3328,1.8576,66.76,2,4,0,2,0,0.6666666666666666,0,19,0.6842105263157895,C=C1CCCC=CC2OC(=O)CC2CC1
2627,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C,354.3964,4.6333,86.99000000000001,3,5,6,2,2,0.19047619047619047,0,26,0.46153846153846156,O=C(C=Cc1ccccc1)c1ccccc1
2632,CC1C2CCC3(C(=O)CCC(=C3C2OC1=O)C)C,248.3175,2.4847,43.370000000000005,0,3,0,3,0,0.7333333333333333,0,18,0.7222222222222222,O=C1CC2CCC3C(=O)CCC=C3C2O1
2635,COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O,493.4374,1.1512,189.82999999999998,7,12,6,4,3,0.34782608695652173,1,35,0.6285714285714286,c1ccc(-c2[o+]c3ccccc3cc2OC2CCCCO2)cc1
2639,C1=CC=C(C(=C1)C(=O)C=CC2=C(C=C(C=C2)O)O)O,256.2534,2.7931,77.76,3,4,3,2,2,0.0,0,19,0.631578947368421,O=C(C=Cc1ccccc1)c1ccccc1
2645,C1=CC=C(C=C1)C(=O)C=CC2=CC=C(C=C2)O,224.2546,3.3279,37.3,1,2,3,2,2,0.0,0,17,0.7058823529411765,O=C(C=Cc1ccccc1)c1ccccc1
2646,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N,445.512,0.0566,180.39999999999998,4,3,14,2,2,0.45454545454545453,0,32,0.28125,c1ccc2[nH]ccc2c1
2654,C1=CC=C(C=C1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,295.2879,-0.6554,123.17000000000002,4,7,4,2,1,0.5,0,21,0.5714285714285714,c1ccc(CO[C@H]2CCCCO2)cc1
2690,C1CN(CCC1=O)C2=CC(=CC=C2)F,193.2175,1.8221,20.310000000000002,0,1,1,2,1,0.36363636363636365,0,14,0.8571428571428571,O=C1CCN(c2ccccc2)CC1
2691,COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)OC)O,314.2895,2.8719,89.13000000000001,2,6,3,3,3,0.11764705882352941,0,23,0.6956521739130435,O=c1c(-c2ccccc2)coc2ccccc12
2695,C1=CC(=CC=C1C(C#N)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,311.2873,-1.0803,143.4,5,8,4,2,1,0.5,0,22,0.5454545454545454,c1ccc(O[C@H]2CCCCO2)cc1
2696,C1=CC=C(C=C1)CC(C(=O)NC2=CC3=CC=CC=C3C=C2)NC(=O)CN,347.4103,1.9971,84.22,2,2,8,3,3,0.14285714285714285,0,26,0.6153846153846154,O=C(CCc1ccccc1)Nc1ccc2ccccc2c1
2699,C/C2=C\CC(O)/C(C)=C/[C@H]1OC(=O)[C@@H](C)C1CC2,250.3334,2.9056,46.53,1,3,0,2,0,0.6666666666666666,0,18,0.7222222222222222,O=C1CC2CCC=CCC/C=C/[C@H]2O1
2705,C[C@@]1(CO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)O[C@H]1C#N,275.2552,-2.3175,135.70000000000002,4,8,4,2,0,0.9090909090909091,0,19,0.47368421052631576,C1CC[C@@H](OCC2CO2)OC1
2709,COC1=C(C=C(C=C1)CCCOC(=O)CCC2=CC(=C(C=C2)OC)OC)OC,388.4541,4.4717,63.22000000000001,0,6,12,2,2,0.4090909090909091,0,28,0.42857142857142855,O=C(CCc1ccccc1)OCCCc1ccccc1
