"cID","rID","RefID","Classification","THRmicroM","EC50Str","EC50mM","EC50microM","Efficacy_str","Efficacy","Efficacy_microM","Concentration_used","SequenceVariant"
"813","39","1069","Bitter","1000.0","3210.0 ? 42.0 ?M ","3.21","3210.0",,,,,
"7","1001","1070","Bitter","0.3",,,,,,,,
"14","1001","1070","Bitter","0.3",,,,,,,,
"567","1002","1070","Bitter","10.0",,,,,,,,
"94","3043","1071","Bitter",,"217 ?M","0.21","217",,,,,
"119","3038","1071","Bitter",,"47 ?M","0.04","47",,,,,
"123","3043","1071","Bitter",,"346 ?M","0.34","346",,,,,
"567","1001","1071","Bitter","10.0",,,,,,,,
"60","3002","1037","Bitter",,,,,,,,"0.1",
"60","3046","1037","Bitter",,,,,,,,"0.1",
"62","3002","1037","Bitter",,,,,,,,"0.1",
"62","3038","1037","Bitter",,,,,,,,"0.1",
"62","3046","1037","Bitter",,,,,,,,"0.1",
"62","3067","1037","Bitter",,,,,,,,"0.1",
"95","3002","1037","Bitter",,,,,,,,"1",
"95","3004","1037","Bitter",,,,,,,,"1",
"95","3012","1037","Bitter",,,,,,,,"1",
"95","3046","1037","Bitter",,,,,,,,"1",
"802","14","1117","Bitter","8.0",,,"47.2",,,"8.0",,
"802","39","1117","Bitter","32.0",,,"55.8",,,"32.0",,
"802","14","899","Bitter","8.0",,,"47.2",,,"8.0",,
"802","39","899","Bitter","32.0",,,"55.8",,,"32.0",,
"1208","46","816","Bitter","30.0",,,,,,"30.0",,
"2367","14","1134","Bitter",,,,"0.15",,,,,
"2227","3081","1073","Bitter",,,,"346.0",,,,,
"2227","3043","1073","Bitter","300.0",,,"346.0",,,"300.0",,
"2227","43","1073","Bitter","300.0",,,"35.0",,,"300.0",,
"2227","43","68","Bitter","0.3",,,"3.2",,,"0.3",,
"2227","44","68","Bitter","30.0",,,,,,"30.0",,
"2362","14","1134","Bitter",,,,"0.23",,,,,
"1384","4","1146","Bitter","100.0",,,,,,"100.0",,
"894","14","897","Bitter","10.0",,,,,,"10.0",,
"894","14","1117","Bitter","16.0",,,,,,"16.0",,
"894","39","1117","Bitter","8.0",,,,,,"8.0",,
"894","14","899","Bitter","16.0",,,,,,"16.0",,
"894","39","899","Bitter","8.0",,,,,,"8.0",,
"2287","14","1125","Bitter","10.0",,,,,,"10.0",,
"1624","14","1092","Bitter","200.0",,,,,,"200.0",,
"52","3095","1139","Bitter","10.0",,,,,,"10.0",,
"52","14","68","Bitter","10.0",,,,,,"10.0",,
"1190","46","816","Bitter","0.3",,,,,,"0.3",,
"2391","14","1135","Bitter","100.0",,,,,,"100.0",,
"2343","38","1132","Bitter",,,,"11000.0",,,,,
"2458","39","826","Bitter",,,,,,,,,
"2350","14","1134","Bitter",,,,"0.19",,,,,
"877","39","899","Bitter","250.0",,,,,,"250.0",,
"877","39","1117","Bitter","250.0",,,,,,"250.0",,
"928","14","966","Bitter","250.0",,,,,,"250.0",,
"928","7","966","Bitter","250.0",,,,,,"250.0",,
"2331","46","1129","Bitter","100.0",,,,,,"100.0",,
"2231","3002","1037","Bitter","100.0",,,,,,"100.0",,
"2231","3038","1037","Bitter","100.0",,,,,,"100.0",,
"2231","3046","1037","Bitter","100.0",,,,,,"100.0",,
"2231","3067","1037","Bitter","100.0",,,,,,"100.0",,
"2231","3204","1140","Bitter","100.0",,,,,,"100.0",,
"2359","14","1134","Bitter",,,,"0.39",,,,,
"467","14","897","Bitter","10.0",,,"51.12",,,"10.0",,
"901","14","1117","Bitter","16.0",,,,,,"16.0",,
"901","39","1117","Bitter","125.0",,,,,,"125.0",,
"901","14","899","Bitter","16.0",,,,,,"16.0",,
"901","14","1101","Bitter","0.3",,,,,,"0.3",,
"901","39","899","Bitter","125.0",,,,,,"125.0",,
"2580","4","1146","Bitter","100.0",,,,,,"100.0",,
"956","3071","1137","Bitter","1230.0",,,,,,"1230.0",,
"956","3072","1137","Bitter","33330.0",,,"42910.0",,,"33330.0",,
"1319","7","1074","Bitter",,,,,,,,,
"44","14","68","Bitter","0.1",,,"1.9",,,"0.1",,
"44","14","1179","Bitter","0.1",,,"1.9",,,"0.1",,
"44","14","1093","Bitter","0.3",,,,,,"0.3",,
"44","40","1126","Bitter",,,,,,,,,
"44","41","1126","Bitter",,,,,,,,,
"44","43","68","Bitter","1100.0",,,"0.082",,,"1100.0",,
"44","43","1179","Bitter","1100.0",,,"0.082",,,"1100.0",,
"44","43","1091","Bitter","30.0",,,,,,"30.0",,
"44","44","68","Bitter","0.025",,,"0.461",,,"0.025",,
"44","44","1179","Bitter","0.025",,,"0.461",,,"0.025",,
"44","44","1091","Bitter","30.0",,,,,,"30.0",,
"1712","14","1093","Bitter","3.0",,,,,,"3.0",,
"2365","14","1134","Bitter",,,,"0.18",,,,,
"1709","14","1093","Bitter","3.0",,,,,,"3.0",,
"1224","10","1020","Bitter",,,,"2.8",,,,,
"2392","14","1135","Bitter","30.0",,,,,,"30.0",,
"104","16","68","Bitter","400.0",,,"2700.0",,,"400.0",,"AAH95524.1"
"104","43","68","Bitter","1000.0",,,,,,"1000.0",,
"104","3102","1139","Bitter","10000.0",,,,,,"10000.0",,
"104","3191","1075","Bitter",,,,"880.0",,,,,
"104","3190","1075","Bitter",,,,"818.0",,,,,
"104","3105","1139","Bitter","10000.0",,,,,,"10000.0",,
"104","16","1075","Bitter",,,,"826.0",,,,,
"104","16","1139","Bitter","10000.0",,,,,,"10000.0",,
"104","16","1128","Bitter","300.0",,,"2300.0",,,"300.0",,
"104","3103","1139","Bitter","10000.0",,,,,,"10000.0",,
"104","3135","1081","Bitter","10000.0",,,,,,"10000.0",,
"104","3129","1081","Bitter","10000.0",,,,,,"10000.0",,
"104","3107","1139","Bitter","10000.0",,,,,,"10000.0",,
"104","3183","1075","Bitter",,,,"3394.0",,,,,
"104","3182","1075","Bitter",,,,"1631.0",,,,,
"104","3193","1075","Bitter",,,,"2037.99",,,,,
"104","3095","1139","Bitter","10000.0",,,,,,"10000.0",,
"104","3097","1139","Bitter","10000.0",,,,,,"10000.0",,
"104","3108","1139","Bitter","10000.0",,,,,,"10000.0",,
"104","3188","1075","Bitter",,,,"3961.0",,,,,
"104","3185","1075","Bitter",,,,"3537.0",,,,,
"104","3189","1075","Bitter",,,,"497.0",,,,,
"104","3200","1140","Bitter","10000.0",,,,,,"10000.0",,
"2276","1","1123","Bitter","100.0",,,,,,"100.0",,
"2276","14","1123","Bitter","300.0",,,,,,"300.0",,
"2276","39","1123","Bitter","300.0",,,,,,"300.0",,
"2276","4","1123","Bitter","30.0",,,,,,"30.0",,
"2276","2105","1123","Bitter","300.0",,,,,,"300.0",,
"2276","2108","1123","Bitter","100.0",,,,,,"100.0",,
"2276","2117","1123","Bitter","10.0",,,"20.6",,,"10.0",,
"2276","2123","1123","Bitter","10.0",,,,,,"10.0",,
"2276","2126","1123","Bitter","100.0",,,,,,"100.0",,
"2276","2144","1123","Bitter","100.0",,,,,,"100.0",,
"1662","14","1093","Bitter",,,,"1.4000000000000001",,,,,
"103","3102","1139","Bitter","10000.0",,,,,,"10000.0",,
"103","3105","1139","Bitter","10000.0",,,,,,"10000.0",,
"103","16","1139","Bitter","10000.0",,,,,,"10000.0",,
"103","16","1128","Bitter","500.0",,,"5800.0",,,"500.0",,
"103","3103","1139","Bitter","10000.0",,,,,,"10000.0",,
"103","3135","1081","Bitter","30000.0",,,,,,"30000.0",,
"103","3194","1145","Bitter",,,,"3100.0",,,,,
"103","3194","1144","Bitter","2500.0",,,"2300.0",,,"2500.0",,
"103","3107","1139","Bitter","10000.0",,,,,,"10000.0",,
"103","3095","1139","Bitter","10000.0",,,,,,"10000.0",,
"103","3108","1139","Bitter","10000.0",,,,,,"10000.0",,
"103","3139","1080","Bitter","30000.0",,,,,,"30000.0",,
"103","3200","1140","Bitter","30000.0",,,,,,"30000.0",,
"103","3184","1089","Bitter",,,,,,,,,
"903","14","899","Bitter","8.0",,,"24.5",,,"8.0",,
"903","14","1117","Bitter","8.0",,,"24.5",,,"8.0",,
"903","39","899","Bitter","8.0",,,"53.6",,,"8.0",,
"903","39","1117","Bitter","8.0",,,"53.6",,,"8.0",,
"903","14","1101","Bitter","10.0",,,,,,"10.0",,
"70","3148","1141","Bitter","150.0",,,,,,"150.0",,
"70","3152","1141","Bitter","150.0",,,,,,"150.0",,
"70","3157","1149","Bitter",,,,,,,,,
"70","3097","1139","Bitter","300.0",,,,,,"300.0",,
"70","3100","1139","Bitter","300.0",,,,,,"300.0",,
"70","1","68","Bitter","300.0",,,,,,"300.0",,
"70","10","68","Bitter","300.0",,,,,,"300.0",,
"70","38","68","Bitter","300.0",,,,,,"300.0",,
"70","4","68","Bitter","300.0",,,,,,"300.0",,
"70","46","68","Bitter","300.0",,,,,,"300.0",,"AAM19318.1"
"2353","14","1134","Bitter",,,,,,,,,
"2202","3087","1115","Bitter","100.0",,,,,,"100.0",,
"2202","3088","1115","Bitter","100.0",,,,,,"100.0",,
"2202","46","816","Bitter","3.0",,,"3.0",,,"3.0",,
"921","14","826","Bitter","63.0",,,"124.0",,,"63.0",,
"921","14","899","Bitter","63.0",,,"124.0",,,"63.0",,
"921","14","1117","Bitter","63.0",,,"124.0",,,"63.0",,
"921","39","826","Bitter","63.0",,,"184.0",,,"63.0",,
"921","39","899","Bitter","63.0",,,"184.0",,,"63.0",,
"921","39","1117","Bitter","63.0",,,"184.0",,,"63.0",,
"126","3121","1083","Bitter","333.0",,,"182.0",,,"333.0",,
"126","3122","1083","Bitter","333.0",,,"335.0",,,"333.0",,
"126","3125","1083","Bitter","333.0",,,,,,"333.0",,
"126","3126","1083","Bitter","333.0",,,,,,"333.0",,
"126","3002","1037","Bitter","300.0",,,,,,"300.0","0.3",
"126","3046","1037","Bitter","300.0",,,,,,"300.0","0.3",
"126","50","1091","Bitter","1000.0",,,,,,"1000.0",,
"126","8","1147","Bitter",,,,"110.0",,,,,
"126","3114","1078","Bitter","300.0",,,,,,"300.0",,
"126","3157","1149","Bitter",,,,,,,,,
"126","3146","1149","Bitter",,,,,,,,,
"126","3147","1149","Bitter",,,,,,,,,
"126","44","68","Bitter",,,,"20.0",,,,,
"126","46","68","Bitter","3.0",,,"20.0",,,"3.0",,"AAM19318.1"
"126","47","68","Bitter","30.0",,,,,,"30.0",,"AAM19324.1"
"126","50","68","Bitter","10.0",,,"27.8",,,"10.0",,"AAM19326.1"
"2402","3071","1137","Bitter","310.0",,,"4760.0",,,"310.0",,
"2402","3079","1137","Bitter","11110.0",,,,,,"11110.0",,
"2402","3072","1137","Bitter","3700.0",,,,,,"3700.0",,
"828","1","1159","Bitter","3000.0",,,,,,"3000.0",,
"828","1","863","Bitter","3000.0",,,,,,"3000.0",,
"828","39","1159","Bitter","3000.0",,,,,,"3000.0",,
"828","39","863","Bitter","3000.0",,,,,,"3000.0",,
"828","4","1159","Bitter","3000.0",,,,,,"3000.0",,
"828","4","863","Bitter","3000.0",,,,,,"3000.0",,
"1352","5","1082","Bitter",,,,"2.05",,,,,
"2388","14","1135","Bitter","30.0",,,,,,"30.0",,
"1200","46","816","Bitter","10.0",,,,,,"10.0",,
"890","14","899","Bitter","8.0",,,,,,"8.0",,
"890","14","1117","Bitter","8.0",,,,,,"8.0",,
"890","39","899","Bitter","2.0",,,,,,"2.0",,
"890","39","1117","Bitter","2.0",,,,,,"2.0",,
"939","14","897","Bitter","33.0",,,,,,"33.0",,
"1672","14","1093","Bitter",,,,"65.0",,,,,
"1683","14","1093","Bitter",,,,"5.3",,,,,
"1240","14","1022","Bitter","50.0",,,,,,"50.0",,
"1240","4","1022","Bitter","200.0",,,,,,"200.0",,
"42","1","68","Bitter","100.0",,,"100.0",,,"100.0",,
"42","10","68","Bitter","100.0",,,,,,"100.0",,
"42","14","68","Bitter","100.0",,,,,,"100.0",,
"42","4","68","Bitter","30.0",,,,,,"30.0",,
"42","43","68","Bitter","100.0",,,,,,"100.0",,
"42","46","68","Bitter","3.0",,,,,,"3.0",,"AAM19318.1"
"1332","46","1076","Bitter","300.0",,,,,,"300.0",,
"957","16","1111","Bitter","100.0",,,,,,"100.0",,
"957","38","1111","Bitter","100.0",,,,,,"100.0",,
"957","4","1111","Bitter","100.0",,,,,,"100.0",,
"1669","14","1093","Bitter",,,,"1.1",,,,,
"1716","14","1093","Bitter","0.3",,,,,,"0.3",,
"2381","14","1134","Bitter",,,,"6.8",,,,,
"840","3068","1137","Bitter","41.0",,,,,,"41.0",,
"840","3069","1137","Bitter","160.0",,,"280.0",,,"160.0",,
"840","3071","1137","Bitter","310.0",,,"1120.0",,,"310.0",,
"1685","14","1093","Bitter",,,,"12.0",,,,,
"144","14","897","Bitter","2.0",,,,,,"2.0",,
"2401","3071","1137","Bitter","410.0",,,"4350.0",,,"410.0",,
"2223","14","1117","Bitter","250.0",,,,,,"250.0",,
"2223","39","1117","Bitter","32.0",,,,,,"32.0",,
"2581","4","1146","Bitter","100.0",,,,,,"100.0",,
"2221","14","899","Bitter","250.0",,,,,,"250.0",,
"2221","39","899","Bitter","32.0",,,"187.0",,,"32.0",,
"2221","39","1117","Bitter",,,,"187.0",,,,,
"2200","1","1114","Bitter",,,,,,,,,
"2200","39","1114","Bitter",,,,,,,,,
"752","1","1118","Bitter","53300.0",,,,,,"53300.0",,
"752","39","1114","Bitter",,,,,,,,,
"752","4","1114","Bitter",,,,,,,,,
"752","8","1114","Bitter",,,,,,,,,
"752","1","1159","Bitter","53300.0",,,"1200.0",,,"53300.0",,
"752","1","863","Bitter","53300.0",,,"1200.0",,,"53300.0",,
"752","1","1168","Bitter","53300.0",,,"1200.0",,,"53300.0",,
"904","14","1117","Bitter","32.0",,,"40.7",,,"32.0",,
"904","39","1117","Bitter","16.0",,,"55.5",,,"16.0",,
"904","14","899","Bitter","32.0",,,"40.7",,,"32.0",,
"904","39","899","Bitter","16.0",,,"55.5",,,"16.0",,
"1719","14","1093","Bitter","0.3",,,,,,"0.3",,
"2291","14","1125","Bitter","100.0",,,,,,"100.0",,
"2340","38","1132","Bitter",,,,"60000.0",,,,,
"16","3088","1115","Bitter","100000.0",,,,,,"100000.0",,
"16","7","1074","Bitter","10000.0",,,"14900.0",,,"10000.0",,
"125","43","1073","Bitter","6700.0",,,"4.5",,,"6700.0",,
"125","3157","1149","Bitter",,,,,,,,,
"125","3098","1139","Bitter","10000.0",,,,,,"10000.0",,
"1718","14","1093","Bitter","3.0",,,,,,"3.0",,
"900","14","1117","Bitter","63.0",,,,,,"63.0",,
"900","39","1117","Bitter","125.0",,,,,,"125.0",,
"900","14","899","Bitter","63.0",,,,,,"63.0",,
"900","39","899","Bitter","125.0",,,,,,"125.0",,
"1722","14","1093","Bitter","3.0",,,,,,"3.0",,
"1349","5","1082","Bitter",,,,,,,,,
"1766","3148","1141","Bitter","100.0",,,,,,"100.0",,
"1766","3156","1141","Bitter","100.0",,,,,,"100.0",,
"1766","3002","1037","Bitter","100.0",,,,,,"100.0",,
"1766","3046","1037","Bitter","100.0",,,,,,"100.0",,
"1749","14","1093","Bitter","10.0",,,,,,"10.0",,
"2590","1","68","Bitter","30.0",,,,,,"30.0",,
"2590","39","68","Bitter","300.0",,,,,,"300.0",,"AAM19321.1"
"2590","4","68","Bitter","300.0",,,,,,"300.0",,
"2590","43","68","Bitter","30.0",,,"75.0",,,"30.0",,
"2590","46","68","Bitter","10.0",,,"65.0",,,"10.0",,"AAM19318.1"
"2590","47","68","Bitter","3.0",,,,,,"3.0",,"AAM19324.1"
"2590","50","68","Bitter","100.0",,,,,,"100.0",,"AAM19326.1"
"71","3121","1083","Bitter","1000.0",,,,,,"1000.0",,
"71","3123","1083","Bitter","1000.0",,,,,,"1000.0",,
"71","3140","1080","Bitter","1000.0",,,,,,"1000.0",,
"71","3141","1079","Bitter","1000.0",,,,,,"1000.0",,
"71","3119","1078","Bitter","1000.0",,,,,,"1000.0",,
"71","3157","1149","Bitter",,,,,,,,,
"71","3139","1080","Bitter","1000.0",,,,,,"1000.0",,
"71","3142","1079","Bitter","1000.0",,,,,,"1000.0",,
"71","3144","1149","Bitter","900.0",,,,,,"900.0",,
"1676","14","1093","Bitter",,,,"0.46",,,,,
"942","14","897","Bitter","25.0",,,,,,"25.0",,
"1708","14","1093","Bitter","1.0",,,,,,"1.0",,
"922","14","826","Bitter","250.0",,,"264.0",,,"250.0",,
"922","14","899","Bitter","250.0",,,,,,"250.0",,
"922","14","1117","Bitter","250.0",,,,,,"250.0",,
"922","39","826","Bitter","250.0",,,,,,"250.0",,
"922","39","899","Bitter","250.0",,,,,,"250.0",,
"922","39","1117","Bitter","250.0",,,,,,"250.0",,
"966","7","987","Bitter","3000.0",,,,,,"3000.0",,
"1692","14","1093","Bitter","3.0",,,,,,"3.0",,
"1612","1","1091","Bitter","200.0",,,"141.6",,,"200.0",,
"1612","14","1091","Bitter","200.0",,,,,,"200.0",,
"1612","46","1091","Bitter","200.0",,,,,,"200.0",,
"1612","8","1091","Bitter","200.0",,,"57.3",,,"200.0",,
"1226","10","1020","Bitter",,,,"12.0",,,,,
"1226","14","1020","Bitter",,,,"11.1",,,,,
"1340","3068","1137","Bitter","1250.0",,,,,,"1250.0",,
"1340","3069","1137","Bitter","1100.0",,,,,,"1100.0",,
"1340","3072","1137","Bitter","1250.0",,,,,,"1250.0",,
"1340","3119","1078","Bitter","1000.0",,,,,,"1000.0",,
"1340","3012","1037","Bitter","1000.0",,,,,,"1000.0",,
"1340","3002","1037","Bitter","1000.0",,,,,,"1000.0",,
"1340","3004","1037","Bitter","1000.0",,,,,,"1000.0",,
"1340","3046","1037","Bitter","1000.0",,,,,,"1000.0",,
"1340","5","1082","Bitter",,,,"29.7",,,,,
"1340","5","1091","Bitter","1000.0",,,,,,"1000.0",,
"1340","3201","1140","Bitter","1000.0",,,,,,"1000.0",,
"181","14","897","Bitter","0.5",,,,,,"0.5",,
"834","1","875","Bitter","2500.0",,,,,,"2500.0",,
"1354","5","1082","Bitter",,,,"4.6",,,,,
"1671","14","1093","Bitter",,,,"0.42",,,,,
"1658","14","1093","Bitter",,,,"0.43",,,,,
"1715","14","1093","Bitter","3.0",,,,,,"3.0",,
"1339","3140","1080","Bitter","3000.0",,,,,,"3000.0",,
"1339","3119","1078","Bitter","3000.0",,,,,,"3000.0",,
"1339","3139","1080","Bitter","3000.0",,,,,,"3000.0",,
"833","4","1159","Bitter","3000.0",,,,,,"3000.0",,
"833","4","863","Bitter","3000.0",,,,,,"3000.0",,
"1786","43","1096","Bitter","0.3",,,"3.9",,,"0.3",,
"1786","46","1096","Bitter","9.0",,,"7.8",,,"9.0",,
"138","14","897","Bitter","100.0",,,"720.0",,,"100.0",,
"520","2","1119","Bitter","1000.0",,,,,,"1000.0",,
"902","14","899","Bitter","32.0",,,,,,"32.0",,
"902","14","1117","Bitter","32.0",,,,,,"32.0",,
"1647","14","1093","Bitter",,,,"0.31",,,,,
"73","1","1162","Bitter","0.002083",,,"0.2",,,"0.002083",,
"73","1","1128","Bitter","0.03",,,"0.2",,,"0.03",,
"73","40","1162","Bitter","0.003",,,"0.0028",,,"0.003",,
"73","40","1128","Bitter","0.003",,,"0.04",,,"0.003",,
"73","47","1128","Bitter",,,,,,,,,
"1236","14","1022","Bitter","1000.0",,,,,,"1000.0",,
"1236","4","1022","Bitter","200.0",,,,,,"200.0",,
"2189","14","826","Bitter",,,,,,,,,
"2396","3068","1137","Bitter","1390.0",,,,,,"1390.0",,
"1344","3219","1087","Bitter",,,,,,,,,
"1344","3148","1141","Bitter","1000.0",,,,,,"1000.0",,
"1344","3149","1141","Bitter","1000.0",,,,,,"1000.0",,
"1344","3150","1141","Bitter","1000.0",,,,,,"1000.0",,
"1344","3151","1141","Bitter","1000.0",,,,,,"1000.0",,
"1344","3156","1141","Bitter","1000.0",,,,,,"1000.0",,
"1344","3153","1141","Bitter","1000.0",,,,,,"1000.0",,
"1344","3154","1141","Bitter","1000.0",,,,,,"1000.0",,
"1344","3155","1141","Bitter","1000.0",,,,,,"1000.0",,
"1344","10","68","Bitter","300.0",,,,,,"300.0",,
"1344","14","68","Bitter","3.0",,,,,,"3.0",,
"1344","4","68","Bitter","300.0",,,,,,"300.0",,
"1344","47","68","Bitter","300.0",,,,,,"300.0",,"AAM19324.1"
"1344","3135","1081","Bitter","1000.0",,,,,,"1000.0",,
"1344","3138","1081","Bitter","1000.0",,,,,,"1000.0",,
"1344","3134","1081","Bitter","1000.0",,,,,,"1000.0",,
"1344","3094","1139","Bitter","1000.0",,,,,,"1000.0",,
"1344","3095","1139","Bitter","1000.0",,,,,,"1000.0",,
"1344","3098","1139","Bitter","1000.0",,,,,,"1000.0",,
"1344","3201","1140","Bitter","1000.0",,,,,,"1000.0",,
"1344","3146","1149","Bitter",,,,,,,,,
"1344","3147","1149","Bitter",,,,,,,,,
"1661","14","1093","Bitter",,,,"1.2",,,,,
"906","14","1117","Bitter","16.0",,,,,,"16.0",,
"906","39","1117","Bitter","16.0",,,,,,"16.0",,
"906","14","899","Bitter","16.0",,,,,,"16.0",,
"906","39","899","Bitter","16.0",,,,,,"16.0",,
"912","39","899","Bitter","125.0",,,,,,"125.0",,
"1253","4","863","Bitter","3000.0",,,,,,"3000.0",,
"916","14","826","Bitter","500.0",,,,,,"500.0",,
"916","14","899","Bitter","500.0",,,,,,"500.0",,
"916","14","1117","Bitter","500.0",,,,,,"500.0",,
"916","39","826","Bitter","500.0",,,,,,"500.0",,
"916","39","899","Bitter","500.0",,,,,,"500.0",,
"916","39","1117","Bitter","500.0",,,,,,"500.0",,
"2355","14","1134","Bitter",,,,,,,,,
"873","14","899","Bitter","250.0",,,,,,"250.0",,
"873","14","1117","Bitter","250.0",,,,,,"250.0",,
"873","39","899","Bitter","250.0",,,,,,"250.0",,
"873","39","1117","Bitter","250.0",,,,,,"250.0",,
"2375","14","1134","Bitter",,,,"3.5",,,,,
"2690","14","899","Bitter","8.0",,,"24.5",,,"8.0",,
"2690","39","899","Bitter","8.0",,,"53.6",,,"8.0",,
"1613","8","1091","Bitter","300.0",,,,,,"300.0",,
"63","3122","1083","Bitter","100.0",,,,,,"100.0",,
"63","3126","1083","Bitter","100.0",,,,,,"100.0",,
"864","14","899","Bitter","125.0",,,,,,"125.0",,
"864","14","1117","Bitter","125.0",,,,,,"125.0",,
"864","39","899","Bitter","500.0",,,,,,"500.0",,
"864","39","1117","Bitter","500.0",,,,,,"500.0",,
"1336","3114","1078","Bitter","10.0",,,,,,"10.0",,
"875","14","899","Bitter","4.0",,,"11.0",,,"4.0",,
"875","14","1117","Bitter","4.0",,,"11.0",,,"4.0",,
"875","39","899","Bitter","8.0",,,"22.9",,,"8.0",,
"875","39","1117","Bitter","8.0",,,"22.9",,,"8.0",,
"2408","14","1142","Bitter",,,,"0.896",,,,,
"1333","43","1076","Bitter","30.0",,,,,,"30.0",,
"1333","46","1076","Bitter","300.0",,,,,,"300.0",,
"1333","43","1096","Bitter","30.0",,,"50.6",,,"30.0",,
"1333","46","1096","Bitter","300.0",,,,,,"300.0",,
"1327","43","1076","Bitter",,,,"50.6",,,,,
"1327","46","1076","Bitter",,,,,,,,,
"898","14","1117","Bitter","500.0",,,,,,"500.0",,
"898","39","1117","Bitter","250.0",,,,,,"250.0",,
"898","14","899","Bitter","500.0",,,,,,"500.0",,
"898","39","899","Bitter","250.0",,,,,,"250.0",,
"2041","38","1104","Bitter",,,,"290.0",,,,,
"2041","38","1128","Bitter","50.0",,,"290.0",,,"50.0",,
"224","3157","1149","Bitter",,,,,,,,,
"2036","39","826","Bitter","500.0",,,,,,"500.0",,
"2036","39","1117","Bitter","500.0",,,,,,"500.0",,
"2036","39","899","Bitter","500.0",,,,,,"500.0",,
"895","14","899","Bitter","32.0",,,"63.9",,,"32.0",,
"895","14","1117","Bitter","32.0",,,"63.9",,,"32.0",,
"895","39","899","Bitter","32.0",,,"84.9",,,"32.0",,
"895","39","1117","Bitter","32.0",,,"84.9",,,"32.0",,
"644","14","1092","Bitter","16.0",,,"36.2",,,"16.0",,
"644","14","899","Bitter","16.0",,,"36.2",,,"16.0",,
"644","14","897","Bitter","10.0",,,,,,"10.0",,
"644","39","1092","Bitter","8.0",,,"32.9",,,"8.0",,
"644","39","899","Bitter","8.0",,,"32.9",,,"8.0",,
"644","14","1117","Bitter","16.0",,,"36.2",,,"16.0",,
"644","14","1128","Bitter","16.0",,,"36.2",,,"16.0",,
"644","39","1117","Bitter","8.0",,,"32.9",,,"8.0",,
"644","39","1128","Bitter","8.0",,,"32.9",,,"8.0",,
"119","3211","1085","Bitter",,,,"13.34",,,,,
"119","3076","1073","Bitter",,,,"47.0",,,,,
"119","3210","1085","Bitter",,,,"5.99",,,,,
"119","3091","1116","Bitter","100.0",,,,,,"100.0",,
"119","3038","1073","Bitter","100.0",,,"47.0",,,"100.0",,
"119","3038","1037","Bitter","100.0",,,"76.0",,,"100.0",,
"119","38","1073","Bitter","100.0",,,"2.3",,,"100.0",,
"119","38","1128","Bitter","0.02",,,"1.1",,,"0.02",,
"119","3206","1085","Bitter",,,,"1.56",,,,,
"119","3213","1088","Bitter",,,,,,,,,
"119","3216","1086","Bitter",,,,,,,,,
"119","3173","1084","Bitter",,,,"2.6",,,,,
"119","3173","1087","Bitter",,,,"2.6",,,,,
"119","3145","1149","Bitter",,,,,,,,,
"896","14","1117","Bitter","32.0",,,"59.2",,,"32.0",,
"896","39","1117","Bitter","16.0",,,"64.5",,,"16.0",,
"896","14","899","Bitter","32.0",,,"59.2",,,"32.0",,
"896","39","899","Bitter","16.0",,,"64.5",,,"16.0",,
"2183","14","826","Bitter",,,,,,,,,
"1627","14","1092","Bitter","10.0",,,,,,"10.0",,
"1637","14","1093","Bitter",,,,"0.2",,,,,
"1656","14","1093","Bitter",,,,"0.64",,,,,
"1699","14","1093","Bitter","0.3",,,,,,"0.3",,
"2605","7","1156","Bitter","100.0",,,"2.43",,,"100.0",,
"1693","14","1093","Bitter","0.3",,,,,,"0.3",,
"1617","13","1091","Bitter","10000.0",,,,,,"10000.0",,
"1281","3091","1116","Bitter","10000.0",,,,,,"10000.0",,
"1281","3004","1037","Bitter","10000.0",,,,,,"10000.0","10 mM",
"971","14","987","Bitter","1000.0",,,,,,"1000.0","1 mM",
"971","40","987","Bitter","1000.0",,,,,,"1000.0","1 mM",
"971","43","987","Bitter","1000.0",,,,,,"1000.0","1 mM",
"971","44","987","Bitter","1000.0",,,,,,"1000.0","1 mM",
"59","3071","1137","Bitter","3.7",,,,,,"3.7",,
"59","2","1119","Bitter","3.0",,,,,,"3.0",,
"2397","3069","1137","Bitter","3.1",,,"3.4",,,"3.1",,
"2397","3071","1137","Bitter","6.90",,,,,,"6.90",,
"2397","3072","1137","Bitter","21.0",,,,,,"21.0",,
"1203","46","816","Bitter","3.0",,,,,,"3.0",,
"1318","3088","1115","Bitter","100000.0",,,,,,"100000.0",,
"1318","7","1165","Bitter","100000.0",,,"10000.0",,,"100000.0",,
"1318","7","1074","Bitter",,,,"10000.0",,,,,
"2611","5","1156","Bitter","67.0",,,,,,"67.0",,
"1646","14","1093","Bitter",,,,"1.7",,,,,
"919","14","826","Bitter","250.0",,,,,,"250.0",,
"919","14","899","Bitter","250.0",,,,,,"250.0",,
"919","14","1117","Bitter","250.0",,,,,,"250.0",,
"1951","14","1098","Bitter",,,,,,,,,
"1951","39","1098","Bitter",,,,,,,,,
"1416","1","1159","Bitter","300.0",,,,,,"300.0",,
"1416","1","863","Bitter","300.0",,,,,,"300.0",,
"1416","39","1159","Bitter","1000.0",,,,,,"1000.0",,
"1416","39","863","Bitter","1000.0",,,,,,"1000.0",,
"674","3069","1137","Bitter","690.0",,,,,,"690.0",,
"674","3141","1079","Bitter","5000.0",,,,,,"5000.0",,
"674","3002","1037","Bitter","4000.0",,,,,,"4000.0","4",
