"cID","rID","RefID","Classification","THRmicroM","EC50Str","EC50mM","EC50microM","Efficacy_str","Efficacy","Efficacy_microM","Concentration_used","SequenceVariant"
"832","39","863","Bitter","1000.0",,,,,,"1000.0",,
"832","4","863","Bitter","1000.0",,,"660.0",,,"1000.0",,
"2348","1","1133","Bitter","300.0",,,,,,"300.0",,
"1660","14","1093","Bitter",,,,"0.27",,,,,
"2205","3088","1115","Bitter","15000.0",,,,,,"15000.0",,
"1337","3114","1078","Bitter","1.0",,,,,,"1.0",,
"891","14","899","Bitter","1.0",,,,,,"1.0",,
"891","14","1117","Bitter","1.0",,,,,,"1.0",,
"891","39","899","Bitter","0.5",,,,,,"0.5",,
"891","39","1117","Bitter","0.5",,,,,,"0.5",,
"2373","14","1134","Bitter",,,,"1.6",,,,,
"2411","14","1142","Bitter",,,,,,,,,
"878","14","899","Bitter","8.0",,,"21.1",,,"8.0",,
"878","14","1117","Bitter","8.0",,,"21.1",,,"8.0",,
"878","39","899","Bitter","4.0",,,"35.3",,,"4.0",,
"878","39","1117","Bitter","4.0",,,"35.3",,,"4.0",,
"58","3157","1149","Bitter",,,,,,,,,
"62","41","1126","Bitter",,,,,,,,,
"62","7","1105","Bitter",,,,"675.0",,,,,
"62","3157","1149","Bitter",,,,,,,,,
"62","3158","1149","Bitter",,,,,,,,,
"62","3096","1139","Bitter","100.0",,,,,,"100.0",,
"62","3145","1149","Bitter",,,,,,,,,
"62","3146","1149","Bitter",,,,,,,,,
"1703","14","1093","Bitter","3.0",,,,,,"3.0",,
"2376","14","1134","Bitter",,,,"0.36",,,,,
"1635","14","1093","Bitter",,,,"0.23",,,,,
"863","14","899","Bitter","250.0",,,,,,"250.0",,
"863","14","1117","Bitter","250.0",,,,,,"250.0",,
"863","39","899","Bitter","500.0",,,,,,"500.0",,
"863","39","1117","Bitter","500.0",,,,,,"500.0",,
"2369","14","1134","Bitter",,,,,,,,,
"1239","4","1022","Bitter","400.0",,,,,,"400.0",,
"1690","14","1093","Bitter","1.0",,,,,,"1.0",,
"1687","14","1093","Bitter","3.0",,,,,,"3.0",,
"2054","49","1107","Bitter",,,,"65.31",,,,,
"672","3119","1078","Bitter","600.0",,,,,,"600.0",,
"672","14","987","Bitter","600.0",,,,,,"600.0",,
"2206","3088","1115","Bitter","30000.0",,,,,,"30000.0",,
"2627","1","1162","Bitter","1.0",,,,,,"1.0",,
"2627","14","1162","Bitter","3.0",,,,,,"3.0",,
"2627","40","1162","Bitter","3.0",,,,,,"3.0",,
"76","1","1128","Bitter","1.0",,,,,,"1.0",,
"76","14","1128","Bitter","3.0",,,,,,"3.0",,
"76","40","1128","Bitter","3.0",,,,,,"3.0",,
"76","47","1128","Bitter",,,,,,,,,
"1653","14","1093","Bitter",,,,"0.78",,,,,
"2333","16","1130","Bitter","10000.0",,,,,,"10000.0",,
"2351","14","1134","Bitter",,,,"0.9500000000000001",,,,,
"917","39","826","Bitter","500.0",,,,,,"500.0",,
"917","39","1117","Bitter","500.0",,,,,,"500.0",,
"917","39","899","Bitter","500.0",,,,,,"500.0",,
"1348","5","1082","Bitter",,,,"24.9",,,,,
"2363","14","1134","Bitter",,,,"0.64",,,,,
"1720","14","1093","Bitter","3.0",,,,,,"3.0",,
"2230","14","1136","Bitter","500.0",,,,,,"500.0",,
"1303","14","1101","Bitter","30.0",,,,,,"30.0",,
"1358","5","1082","Bitter",,,,"36.0",,,,,
"1678","14","1093","Bitter",,,,"3.1",,,,,
"809","14","899","Bitter","500.0",,,,,,"500.0",,
"809","39","899","Bitter","250.0",,,,,,"250.0",,
"809","14","1117","Bitter","500.0",,,,,,"500.0",,
"809","14","1128","Bitter","500.0",,,,,,"500.0",,
"809","39","1117","Bitter","250.0",,,,,,"250.0",,
"809","39","1128","Bitter","250.0",,,,,,"250.0",,
"813","14","1028","Bitter","500.0",,,,,,"500.0",,
"813","14","899","Bitter","500.0",,,,,,"500.0",,
"813","39","899","Bitter","250.0",,,,,,"250.0",,
"813","4","899","Bitter","2000.0",,,,,,"2000.0",,
"813","5","899","Bitter","1000.0",,,,,,"1000.0",,
"813","3119","1078","Bitter","1000.0",,,,,,"1000.0",,
"813","14","1117","Bitter","500.0",,,,,,"500.0",,
"813","14","1128","Bitter","500.0",,,,,,"500.0",,
"813","39","1028","Bitter","1000.0",,,"3210.0",,,"1000.0",,
"813","39","1117","Bitter","250.0",,,,,,"250.0",,
"813","39","1128","Bitter","250.0",,,"418.0",,,"250.0",,
"813","4","1028","Bitter","2000.0",,,"30151.0",,,"2000.0",,
"813","4","1128","Bitter","2000.0",,,"30151.0",,,"2000.0",,
"813","5","1028","Bitter","1000.0",,,"3210.0",,,"1000.0",,
"813","5","1128","Bitter","1000.0",,,"3210.0",,,"1000.0",,
"2412","14","1142","Bitter",,,,"0.5151",,,,,
"1784","14","1136","Bitter","50.0",,,"70.0",,,"50.0",,
"1784","38","1095","Bitter","50.0",,,,,,"50.0",,
"1784","4","1136","Bitter","100.0",,,"41.0",,,"100.0",,
"1784","49","1136","Bitter","200.0",,,"58.0",,,"200.0",,
"89","1","968","Bitter","1000.0",,,,,,"1000.0",,
"89","1","68","Bitter","1000.0",,,,,,"1000.0",,
"89","10","968","Bitter","1000.0",,,,,,"1000.0",,
"89","10","68","Bitter","1000.0",,,,,,"1000.0",,
"89","14","968","Bitter","3.0",,,"18.0",,,"3.0",,
"89","14","68","Bitter","3.0",,,"18.0",,,"3.0",,
"89","46","968","Bitter","30.0",,,"1.66",,,"30.0",,
"89","46","68","Bitter","30.0",,,"1.66",,,"30.0",,"AAM19318.1"
"89","47","968","Bitter","1000.0",,,,,,"1000.0",,
"89","47","68","Bitter","1000.0",,,,,,"1000.0",,"AAM19324.1"
"89","3148","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3149","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3150","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3151","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3152","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3156","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3121","1083","Bitter","1000.0",,,"510.0",,,"1000.0",,
"89","3122","1083","Bitter","1000.0",,,,,,"1000.0",,
"89","3126","1083","Bitter","1000.0",,,"425000.0",,,"1000.0",,
"89","3153","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3154","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3155","1141","Bitter","1000.0",,,,,,"1000.0",,
"89","3084","1115","Bitter","1000.0",,,,,,"1000.0",,
"89","3088","1115","Bitter","1000.0",,,,,,"1000.0",,
"89","2","1119","Bitter","1000.0",,,,,,"1000.0",,
"89","3157","1149","Bitter",,,,,,,,,
"89","3200","1140","Bitter","1000.0",,,,,,"1000.0",,
"1345","3088","1116","Bitter","300.0",,,,,,"300.0",,
"1345","2","1119","Bitter","300.0",,,,,,"300.0",,
"1345","3135","1081","Bitter","300.0",,,,,,"300.0",,
"1345","3138","1081","Bitter","300.0",,,,,,"300.0",,
"2364","14","1134","Bitter",,,,"0.17",,,,,
"1194","46","816","Bitter","3.0",,,,,,"3.0",,
"2377","14","1134","Bitter",,,,"1.1",,,,,
"115","3007","1037","Bitter","10000.0",,,,,,"10000.0","10",
"2245","2","1119","Bitter","1000.0",,,,,,"1000.0",,
"1705","14","1093","Bitter","3.0",,,,,,"3.0",,
"2028","1","1122","Bitter",,,,"8.8",,,,,
"2028","13","1122","Bitter",,,,"18.5",,,,,
"2028","14","1122","Bitter",,,,"8.0",,,,,
"2028","16","1122","Bitter",,,,"23.4",,,,,
"2028","3","1122","Bitter",,,,,,,,,
"2028","38","1122","Bitter",,,,"2.6",,,,,
"2028","41","1122","Bitter",,,,"30.7",,,,,
"2028","42","1122","Bitter",,,,"15.1",,,,,
"2028","46","1122","Bitter",,,,"4.1",,,,,
"2028","5","1122","Bitter",,,,"13.9",,,,,
"2028","8","1122","Bitter",,,,"8.4",,,,,
"879","14","899","Bitter","16.0",,,"67.3",,,"16.0",,
"879","14","1117","Bitter","16.0",,,"67.3",,,"16.0",,
"879","39","899","Bitter","16.0",,,"141.0",,,"16.0",,
"879","39","1117","Bitter","16.0",,,"141.0",,,"16.0",,
"1189","46","816","Bitter","10.0",,,,,,"10.0",,
"2645","14","899","Bitter","16.0",,,,,,"16.0",,
"2635","7","1028","Bitter","6.0",,,"12.6",,,"6.0",,
"41","3121","1083","Bitter","100.0",,,,,,"100.0",,
"41","3122","1083","Bitter","100.0",,,,,,"100.0",,
"41","3126","1083","Bitter","100.0",,,,,,"100.0",,
"41","3144","1149","Bitter","900.0",,,,,,"900.0",,
"41","10","68","Bitter","100.0",,,,,,"100.0",,
"41","14","68","Bitter","100.0",,,,,,"100.0",,
"41","46","68","Bitter","1.0",,,"9.9",,,"1.0",,"AAM19318.1"
"41","47","68","Bitter","0.1",,,"0.4",,,"0.1",,"AAM19324.1"
"862","39","899","Bitter","500.0",,,,,,"500.0",,
"862","39","1117","Bitter","500.0",,,,,,"500.0",,
"1317","1","1127","Bitter",,,,,,,,,
"1317","14","1127","Bitter",,,,,,,,,
"79","1","1162","Bitter","0.3",,,"9.0",,,"0.3",,
"79","1","1128","Bitter","0.3",,,"9.0",,,"0.3",,
"79","14","1162","Bitter","1.0",,,"11.2",,,"1.0",,
"83","1","1162","Bitter","0.3",,,"3.3",,,"0.3",,
"83","14","1162","Bitter","0.3",,,"2.6",,,"0.3",,
"83","14","1128","Bitter","0.3",,,"2.6",,,"0.3",,
"1207","46","816","Bitter","30.0",,,,,,"30.0",,
"1338","3118","1078","Bitter","300.0",,,,,,"300.0",,
"1338","3120","1078","Bitter","300.0",,,,,,"300.0",,
"1338","1","1123","Bitter","0.3",,,"1.9",,,"0.3",,
"1338","14","1123","Bitter","0.3",,,,,,"0.3",,
"1338","4","1123","Bitter","1.0",,,,,,"1.0",,
"1338","46","1123","Bitter","0.3",,,"1.7",,,"0.3",,
"1338","3114","1078","Bitter","300.0",,,,,,"300.0",,
"1338","2108","1123","Bitter","1.0",,,"2.3",,,"1.0",,
"1338","2144","1123","Bitter","3.0",,,,,,"3.0",,
"1192","46","816","Bitter","1.0",,,,,,"1.0",,
"1300","14","1101","Bitter","300.0",,,,,,"300.0",,
"1300","43","1101","Bitter","100.0",,,,,,"100.0",,
"1300","46","1101","Bitter","1000.0",,,,,,"1000.0",,
"961","3114","1078","Bitter","1.0",,,,,,"1.0",,
"961","14","987","Bitter","1.0",,,,,,"1.0","0.001 mM",
"961","46","987","Bitter","1.0",,,,,,"1.0","0.001 mM",
"2326","1","1128","Bitter","0.3",,,"2.5",,,"0.3",,
"2186","14","826","Bitter",,,,,,,,,
"85","14","1128","Bitter","0.3",,,"13.0",,,"0.3",,
"85","1","1162","Bitter","0.3",,,"6.7",,,"0.3",,
"85","14","1162","Bitter","1.0",,,"9.0",,,"1.0",,
"84","1","1162","Bitter","0.3",,,"2.5",,,"0.3",,
"84","14","1162","Bitter","1.0",,,"2.8",,,"1.0",,
"1652","14","1093","Bitter",,,,"0.73",,,,,
"1614","8","1091","Bitter","300.0",,,,,,"300.0",,
"2201","39","1159","Bitter","21700.0",,,,,,"21700.0",,
"2201","39","863","Bitter","21700.0",,,,,,"21700.0",,
"2201","4","1159","Bitter","10000.0",,,,,,"10000.0",,
"2201","4","863","Bitter","10000.0",,,,,,"10000.0",,
"827","1","1114","Bitter",,,,,,,,,
"827","39","1114","Bitter",,,,,,,,,
"827","4","863","Bitter","10000.0",,,,,,"10000.0",,
"827","43","1114","Bitter",,,,,,,,,
"827","49","1114","Bitter",,,,,,,,,
"2413","14","1142","Bitter",,,,"0.3205",,,,,
"1247","39","1028","Bitter","3.0",,,"6.6",,,"3.0",,
"1247","5","1028","Bitter","3.0",,,"8.5",,,"3.0",,
"106","16","1130","Bitter","10000.0",,,,,,"10000.0",,
"106","3103","1139","Bitter","1000.0",,,,,,"1000.0",,
"106","3095","1139","Bitter","1000.0",,,,,,"1000.0",,
"106","3097","1139","Bitter","1000.0",,,,,,"1000.0",,
"106","16","68","Bitter","100.0",,,,,,"100.0",,"AAH95524.1"
"106","38","68","Bitter","100.0",,,,,,"100.0",,
"641","3156","1141","Bitter","10000.0",,,,,,"10000.0",,
"641","3141","1079","Bitter","10000.0",,,,,,"10000.0",,
"641","3007","1037","Bitter","10000.0",,,,,,"10000.0","10",
"641","2","1119","Bitter","3000.0",,,,,,"3000.0",,
"641","3143","1079","Bitter","10000.0",,,,,,"10000.0",,
"641","3127","1079","Bitter","10000.0",,,,,,"10000.0",,
"641","3139","1080","Bitter","10000.0",,,,,,"10000.0",,
"641","3142","1079","Bitter","10000.0",,,,,,"10000.0",,
"282","16","1177","Bitter","10000.0",,,,,,"10000.0",,
"282","3102","1139","Bitter","20000.0",,,,,,"20000.0",,
"282","3105","1139","Bitter","20000.0",,,,,,"20000.0",,
"282","16","1139","Bitter","20000.0",,,,,,"20000.0",,
"282","3198","1144","Bitter","10000.0",,,,,,"10000.0",,
"282","3199","1144","Bitter","10000.0",,,,,,"10000.0",,
"282","3103","1139","Bitter","20000.0",,,,,,"20000.0",,
"282","3194","1144","Bitter","5000.0",,,,,,"5000.0",,
"282","3107","1139","Bitter","20000.0",,,,,,"20000.0",,
"282","3095","1139","Bitter","20000.0",,,,,,"20000.0",,
"282","3108","1139","Bitter","20000.0",,,,,,"20000.0",,
"100","3121","1083","Bitter","30.0",,,,,,"30.0",,
"100","3124","1083","Bitter","30.0",,,,,,"30.0",,
"100","3119","1078","Bitter","30.0",,,,,,"30.0",,
"100","1","1126","Bitter",,,,,,,,,
"100","16","1126","Bitter",,,,,,,,,
"100","46","1091","Bitter","300.0",,,,,,"300.0",,
"100","3095","1139","Bitter","30.0",,,,,,"30.0",,
"100","3096","1139","Bitter","30.0",,,,,,"30.0",,
"100","10","68","Bitter","3.0",,,"29.3",,,"3.0",,
"100","46","68","Bitter","0.1",,,"0.45",,,"0.1",,"AAM19318.1"
"100","7","68","Bitter","100.0",,,,,,"100.0",,
"2620","1","1168","Bitter","650.0",,,,,,"650.0",,
"2620","39","1168","Bitter","430.0",,,"590.0",,,"430.0",,
"2385","14","1134","Bitter",,,,"1.4000000000000001",,,,,
"1237","14","1022","Bitter","400.0",,,,,,"400.0",,
"1237","4","1022","Bitter","400.0",,,,,,"400.0",,
"2727","3218","1087","Bitter",,,,,,,,,
"2393","14","1136","Bitter","50.0",,,"20.0",,,"50.0",,
"2393","4","1136","Bitter","50.0",,,"30.0",,,"50.0",,
"2393","49","1136","Bitter","200.0",,,,,,"200.0",,
"2299","16","1126","Bitter",,,,,,,,,
"51","14","68","Bitter","100.0",,,,,,"100.0",,
"51","43","68","Bitter","100.0",,,,,,"100.0",,
"315","3119","1078","Bitter","100.0",,,,,,"100.0",,
"315","10","987","Bitter","100.0",,,"20.6",,,"100.0",,
"315","10","1020","Bitter","100.0",,,"20.6",,,"100.0",,
"315","14","987","Bitter","100.0",,,"10.8",,,"100.0",,
"315","14","1020","Bitter","100.0",,,"10.8",,,"100.0",,
"315","4","987","Bitter",,,,"1000.0",,,,,
"315","4","1020","Bitter",,,,"1000.0",,,,,
"315","46","987","Bitter","100.0",,,,,,"100.0",,
"315","46","1020","Bitter","100.0",,,,,,"100.0",,
"315","49","987","Bitter",,,,"12.0",,,,,
"315","49","1020","Bitter",,,,"12.0",,,,,
"81","1","1162","Bitter","1.0",,,"2.2",,,"1.0",,
"81","14","1162","Bitter","3.0",,,"4.1",,,"3.0",,
"81","14","1128","Bitter","1.0",,,"2.2",,,"1.0",,
"1640","14","1093","Bitter",,,,"0.19",,,,,
"2040","10","1104","Bitter",,,,"10520.0",,,,,
"2040","10","1128","Bitter","50.0",,,"250.0",,,"50.0",,
"2387","1","1135","Bitter","100.0",,,,,,"100.0",,
"1714","14","1093","Bitter","1.0",,,,,,"1.0",,
"2204","3088","1115","Bitter","10000.0",,,,,,"10000.0",,
"444","10","1101","Bitter","3.0",,,,,,"3.0",,
"444","14","899","Bitter","1.0",,,,,,"1.0",,
"444","14","897","Bitter","1.0",,,,,,"1.0",,
"444","14","1118","Bitter","1.0",,,,,,"1.0",,
"444","14","1101","Bitter","0.3",,,,,,"0.3",,
"444","14","1128","Bitter","500.0",,,,,,"500.0",,
"444","39","1101","Bitter","3.0",,,,,,"3.0",,
"444","39","1128","Bitter","500.0",,,,,,"500.0",,
"444","4","1101","Bitter","1.0",,,,,,"1.0",,
"444","40","1101","Bitter","1.0",,,,,,"1.0",,
"444","43","1101","Bitter","1.0",,,,,,"1.0",,
"444","44","1101","Bitter","1.0",,,,,,"1.0",,
"444","46","1101","Bitter","3.0",,,,,,"3.0",,
"444","7","1101","Bitter","3.0",,,,,,"3.0",,
"675","9","1091","Bitter","20000.0",,,,,,"20000.0",,
"2277","1","1123","Bitter","100.0",,,,,,"100.0",,
"2277","14","1123","Bitter","100.0",,,,,,"100.0",,
"2277","39","1123","Bitter","300.0",,,,,,"300.0",,
"2277","4","1123","Bitter","30.0",,,,,,"30.0",,
"2277","46","1123","Bitter","1000.0",,,,,,"1000.0",,
"2277","2105","1123","Bitter","300.0",,,,,,"300.0",,
"2277","2108","1123","Bitter","100.0",,,,,,"100.0",,
"2277","2117","1123","Bitter","3.0",,,"16.0",,,"3.0",,
"2277","2123","1123","Bitter","30.0",,,,,,"30.0",,
"2277","2126","1123","Bitter","100.0",,,,,,"100.0",,
"2277","2144","1123","Bitter","100.0",,,,,,"100.0",,
"352","8","1091","Bitter","3000.0",,,,,,"3000.0",,
"2292","14","1125","Bitter","10.0",,,,,,"10.0",,
"2292","43","1125","Bitter","10.0",,,"2.92",,,"10.0",,
"924","14","1117","Bitter","16.0",,,"21.5",,,"16.0",,
"924","39","1117","Bitter","16.0",,,"48.0",,,"16.0",,
"924","14","899","Bitter","16.0",,,"21.5",,,"16.0",,
"924","39","899","Bitter","16.0",,,"48.0",,,"16.0",,
"2383","14","1134","Bitter",,,,"0.75",,,,,
"1723","14","1093","Bitter","3.0",,,,,,"3.0",,
"953","3114","1078","Bitter","3.0",,,,,,"3.0",,
"953","3139","1080","Bitter","100.0",,,,,,"100.0",,
"953","46","987","Bitter","3.0",,,,,,"3.0","0.003 mM",
"683","14","826","Bitter",,,,,,,,,
"962","10","987","Bitter","100.0",,,,,,"100.0","0.1 mM",
"962","46","987","Bitter","100.0",,,,,,"100.0","0.1 mM",
"2699","14","1181","Bitter","300.0",,,,,,"300.0",,
"2384","14","1134","Bitter",,,,"0.3",,,,,
"1347","5","1082","Bitter",,,,,,,,,
"1341","3119","1078","Bitter","10.0",,,,,,"10.0",,
"1341","3088","1115","Bitter","30.0",,,,,,"30.0",,
"1341","1001","1149","Bitter",,,,,,,,,
"1341","1002","1149","Bitter",,,,,,,,,
"1341","1007","1149","Bitter",,,,,,,,,
"1341","3157","1149","Bitter",,,,,,,,,
"1341","3158","1149","Bitter",,,,,,,,,
"1686","14","1093","Bitter","0.3",,,,,,"0.3",,
"91","4","68","Bitter","100.0",,,,,,"100.0",,
"91","46","68","Bitter","10.0",,,,,,"10.0",,"AAM19318.1"
"91","47","68","Bitter",,,,"55.55",,,,,"AAM19324.1"
"2632","46","816","Bitter","10.0",,,,,,"10.0",,
"2695","16","1177","Bitter","10000.0",,,,,,"10000.0",,
"1670","14","1093","Bitter",,,,"0.74",,,,,
"860","14","899","Bitter","63.0",,,,,,"63.0",,
"860","14","1117","Bitter","63.0",,,,,,"63.0",,
"860","14","1128","Bitter","63.0",,,,,,"63.0",,
"860","39","1117","Bitter","16.0",,,,,,"16.0",,
"860","39","1128","Bitter","16.0",,,,,,"16.0",,
"634","1","1123","Bitter","3.0",,,,,,"3.0",,
"634","14","1123","Bitter","30.0",,,,,,"30.0",,
"545","1","1123","Bitter","3.0",,,,,,"3.0",,
"545","4","1123","Bitter","3.0",,,,,,"3.0",,
"545","2123","1123","Bitter","10.0",,,,,,"10.0",,
"1633","14","1093","Bitter",,,,"0.25",,,,,
"1711","14","1093","Bitter","3.0",,,,,,"3.0",,
"2691","14","899","Bitter","500.0",,,,,,"500.0",,
"1360","5","1082","Bitter",,,,"7.48",,,,,
"931","3088","1115","Bitter","1000.0",,,,,,"1000.0",,
"931","10","968","Bitter","1000.0",,,,,,"1000.0",,
"931","10","987","Bitter","1000.0",,,,,,"1000.0",,
"931","14","987","Bitter","1000.0",,,,,,"1000.0",,
"931","46","968","Bitter","1000.0",,,,,,"1000.0",,
"931","46","987","Bitter","1000.0",,,,,,"1000.0",,
"1748","14","1093","Bitter","10.0",,,,,,"10.0",,
"46","10","68","Bitter","300.0",,,,,,"300.0",,
"46","14","68","Bitter","300.0",,,,,,"300.0",,
"46","43","68","Bitter","300.0",,,,,,"300.0",,
"46","46","68","Bitter","300.0",,,,,,"300.0",,"AAM19318.1"
"46","7","68","Bitter","300.0",,,,,,"300.0",,
"46","3158","1149","Bitter",,,,,,,,,
"1639","14","1093","Bitter",,,,"0.2",,,,,
"121","3119","1078","Bitter","3000.0",,,,,,"3000.0",,
"121","39","68","Bitter","3000.0",,,,,,"3000.0",,"AAM19321.1"
"892","14","899","Bitter","32.0",,,"61.4",,,"32.0",,
"892","39","899","Bitter","16.0",,,"62.0",,,"16.0",,
"892","14","1117","Bitter","32.0",,,"61.4",,,"32.0",,
"892","39","1117","Bitter","16.0",,,"62.0",,,"16.0",,
"1675","14","1093","Bitter",,,,"0.48",,,,,
"861","14","899","Bitter","500.0",,,,,,"500.0",,
"861","14","1117","Bitter","500.0",,,,,,"500.0",,
"899","14","1117","Bitter","8.0",,,"56.1",,,"8.0",,
"899","39","1117","Bitter","8.0",,,"99.2",,,"8.0",,
"899","14","899","Bitter","8.0",,,"56.1",,,"8.0",,
"899","39","899","Bitter","8.0",,,"99.2",,,"8.0",,
"871","39","899","Bitter","500.0",,,,,,"500.0",,
"871","39","1117","Bitter","500.0",,,,,,"500.0",,
"1689","14","1093","Bitter","1.0",,,,,,"1.0",,
"2419","3194","1145","Bitter",,,,,,,,,
"110","3121","1083","Bitter","300.0",,,,,,"300.0",,
"110","3126","1083","Bitter","300.0",,,,,,"300.0",,
"955","10","987","Bitter","300.0",,,,,,"300.0","0.3 mM",
"955","46","987","Bitter","300.0",,,,,,"300.0",,
"1227","14","968","Bitter",,,,"15.8",,,,,
"1227","14","1020","Bitter",,,,"15.8",,,,,
"2279","1","1123","Bitter","0.3",,,"0.9",,,"0.3",,
"2279","2105","1123","Bitter","3.0",,,,,,"3.0",,
"2709","46","816","Bitter","0.03",,,,,,"0.03",,
"2418","1001","1143","Bitter",,,,,,,,,
"60","3158","1149","Bitter",,,,,,,,,
"60","3147","1149","Bitter",,,,,,,,,
"1667","14","1093","Bitter",,,,"1.5",,,,,
"967","10","987","Bitter","300.0",,,,,,"300.0","0.3 mM",
"967","46","987","Bitter","300.0",,,,,,"300.0","0.3 mM",
"567","3088","1115","Bitter","30.0",,,,,,"30.0",,
"567","14","897","Bitter","10.0",,,,,,"10.0",,
"2338","1","1131","Bitter",,,,,,,,,
"2338","14","1131","Bitter",,,,,,,,,
"2338","39","1131","Bitter",,,,,,,,,
"2338","8","1131","Bitter",,,,,,,,,
"1655","14","1093","Bitter",,,,"0.7000000000000001",,,,,
"1691","14","1093","Bitter","3.0",,,,,,"3.0",,
"2286","14","1125","Bitter","10.0",,,,,,"10.0",,
"1181","3088","1115","Bitter","100000.0",,,,,,"100000.0",,
"1181","7","1165","Bitter","30000.0",,,,,,"30000.0",,
"1181","7","1074","Bitter",,,,"10000.0",,,,,
"800","14","987","Bitter","10.0",,,"28.9",,,"10.0",,
"800","14","826","Bitter","4.0",,,"28.9",,,"4.0",,
"800","14","899","Bitter","4.0",,,"28.9",,,"4.0",,
"800","14","1117","Bitter","4.0",,,"28.9",,,"4.0",,
"800","14","1128","Bitter","4.0",,,"28.9",,,"4.0",,
"800","39","987","Bitter","8.0",,,"49.4",,,"8.0",,
"800","39","826","Bitter","8.0",,,"49.4",,,"8.0",,
"800","39","899","Bitter","8.0",,,"49.4",,,"8.0",,
"800","39","1117","Bitter","8.0",,,"49.4",,,"8.0",,
"800","39","1128","Bitter","8.0",,,"49.4",,,"8.0",,
"905","14","899","Bitter","16.0",,,,,,"16.0",,
"905","14","1117","Bitter","16.0",,,,,,"16.0",,
"2593","7","1156","Bitter","100.0",,,"4.44",,,"100.0",,
"1649","14","1093","Bitter",,,,"0.19",,,,,
"1234","14","1022","Bitter","600.0",,,"536.0",,,"600.0",,
"1234","4","1022","Bitter","200.0",,,"341.0",,,"200.0",,
"1601","1","875","Bitter","1500.0",,,"4900.0",,,"1500.0",,
"1357","5","1082","Bitter",,,,"12.1",,,,,
"2349","3071","1137","Bitter",,,,,,,,,
"2349","3079","1137","Bitter",,,,,,,,,
"2349","3072","1137","Bitter",,,,,,,,,
"2349","13","1133","Bitter","10000.0",,,,,,"10000.0",,
"99","3140","1080","Bitter","300.0",,,,,,"300.0",,
"99","1","1126","Bitter",,,,,,,,,
"99","3157","1149","Bitter",,,,,,,,,
"99","3139","1080","Bitter","300.0",,,,,,"300.0",,
"99","3144","1149","Bitter","900.0",,,,,,"900.0",,
"99","10","68","Bitter","300.0",,,,,,"300.0",,
"1682","14","1093","Bitter",,,,"1.1",,,,,
"810","14","1092","Bitter","50.0",,,,,,"50.0",,
"810","14","1117","Bitter",,,,"0.33",,,,,
"810","46","1092","Bitter","20.0",,,,,,"20.0",,
"810","46","1117","Bitter",,,,"4.53",,,,,
"1294","46","1129","Bitter","1.0",,,"16.6",,,"1.0",,
"1294","14","1110","Bitter","30.0",,,,,,"30.0",,
"1294","43","1110","Bitter","0.1",,,"0.46",,,"0.1",,
"1294","46","1110","Bitter","0.03",,,"0.35",,,"0.03",,
"74","1","1162","Bitter","0.1",,,"0.7",,,"0.1",,
"74","1","1128","Bitter","0.1",,,"0.7",,,"0.1",,
"74","40","1162","Bitter","0.00208333333333333",,,"0.2",,,"0.00208333333333333",,
"74","40","1128","Bitter","0.03",,,"0.2",,,"0.03",,
"74","47","1128","Bitter",,,,,,,,,
"1684","14","1093","Bitter",,,,"12.0",,,,,
"1679","14","1093","Bitter",,,,"4.4",,,,,
"897","14","899","Bitter","8.0",,,"39.1",,,"8.0",,
"897","14","1117","Bitter","8.0",,,"39.1",,,"8.0",,
"897","14","1128","Bitter","8.0",,,"39.1",,,"8.0",,
"897","39","899","Bitter","4.0",,,"48.9",,,"4.0",,
"897","39","1117","Bitter","4.0",,,"48.9",,,"4.0",,
"897","39","1128","Bitter","4.0",,,"48.9",,,"4.0",,
"90","3121","1083","Bitter","300.0",,,,,,"300.0",,
"90","3068","1137","Bitter","25.0",,,,,,"25.0",,
"90","3157","1149","Bitter",,,,,,,,,
"90","10","968","Bitter","100.0",,,,,,"100.0",,
"90","10","68","Bitter","100.0",,,,,,"100.0",,
"90","14","968","Bitter","3.0",,,"17.12",,,"3.0",,
"90","14","68","Bitter","3.0",,,"17.12",,,"3.0",,
"1425","1","863","Bitter","300.0",,,,,,"300.0",,
"1425","39","863","Bitter","1000.0",,,,,,"1000.0",,
"43","10","68","Bitter","100.0",,,,,,"100.0",,
"43","14","68","Bitter","100.0",,,,,,"100.0",,
"43","43","68","Bitter","3.0",,,,,,"3.0",,
"43","46","68","Bitter","3.0",,,,,,"3.0",,"AAM19318.1"
"1180","3088","1115","Bitter","30000.0",,,,,,"30000.0",,
"1180","7","1074","Bitter",,,,,,,,,
"1654","14","1093","Bitter",,,,"7.2",,,,,
"2182","14","1111","Bitter","100.0",,,,,,"100.0",,
"539","14","897","Bitter","10.0",,,"32.0",,,"10.0",,
"1659","14","1093","Bitter",,,,"0.59",,,,,
"910","14","899","Bitter","250.0",,,,,,"250.0",,
